year,name,total_ticks_collected,tick_population_density,ticks_tested,b_burgdorferi_percent,county_centroid,lyme_count,lyme_rate,abbrev,gnis_id,fips_code,swis,nysp_zone,pop1990,pop2000,pop2010,pop2020,dos_ll,dosll_date,nyc,calc_sq_mi,datemod,shape_leng,shape_area,geometry,jan_19,feb_19,mar_19,apr_19,may_19,jun_19,jul_19,aug_19,sep_19,oct_19,nov_19,dec_19,jan_20,feb_20,mar_20,apr_20,may_20,jun_20,jul_20,aug_20,sep_20,oct_20,nov_20,dec_20,jan_21,feb_21,mar_21,apr_21,may_21,jun_21,jul_21,aug_21,sep_21,oct_21,nov_21,dec_21,jan_22,feb_22,mar_22,apr_22,may_22,jun_22,jul_22,aug_22,sep_22,oct_22,nov_22,dec_22
2019,Onondaga,109,90.8,50,50,"(43.0065299, -76.1961167)",315,22.6,ONON,974132,36067,310000,Central,468973,458336,467026,476516,NA,NA,N,805.02218,7/18/18,235290.72,2084997862,MULTIPOLYGON (((405851 4788...,20.3,25.5,30.7,45.3,54.7,63.4,71.8,67.3,61.6,51.2,34.1,28.5,28.9,27.1,38.1,41.7,55,66.7,73,70.5,61.2,50.1,43.5,31.3,25.3,23,36.4,46.4,56,69,69,72.2,63.2,56.6,38.8,35.2,17.2,25.2,35,44.3,59.6,64.3,70.9,71.3,61.6,50.3,42.7,29.9
2019,Delaware,137,18.25,127,47.2,"(42.1939865, -74.966728)",242,180.6,DELA,974111,36025,120000,East,47225,48055,47980,44308,NA,NA,N,1466.34061,5/19/20,283395.29,3797804752,MULTIPOLYGON (((522455.6 47...,20.4,25,28.8,44.5,53.9,60.7,68.7,64.7,58.8,49.3,32.4,25.9,27.5,28,36.8,39.6,52.5,61.9,71.8,66.6,58,48.5,40.5,29.5,23.6,22.3,33.4,44.1,52.3,64.1,67,67.9,60.2,53.9,35,32.3,16.7,24.7,33.3,42.2,57,60.6,67.6,68.5,58.8,47,39.6,27.5
2019,Sullivan,126,68.9,50,52,"(41.7201763, -74.7646796)",139,60.3,SULL,974150,36105,480000,East,69277,73966,77547,78624,NA,NA,N,995.45497,5/15/20,255870.76,2578216525,MULTIPOLYGON (((543999.4 46...,22.6,26.9,31.2,47.5,55.9,63.4,71.2,66.6,61.5,50.9,34.4,27.8,29.4,30.6,38.8,41.8,54.2,64.8,76.7,68.7,59.7,49.8,42.4,30.9,25.5,24,35.8,46.6,54.7,66.1,68.9,70,61.4,55.2,37.4,34.1,19.2,26.4,35.2,44.6,58.3,62.4,70.4,71.1,60.5,48.6,41.2,28.8
2019,Rockland,120,31.75,50,76,"(41.1547851, -74.0247721)",481,48.6,ROCK,974142,36087,390000,East,265475,286753,311687,338329,NA,NA,N,199.34184,10/4/19,103259.43,516292998,MULTIPOLYGON (((593050.6 45...,28.2,32,37.4,52.2,60.2,68.9,77.2,73.1,66.8,56.5,39.3,33.8,34.8,36.1,44,47.2,58.5,70.9,80.7,74.8,65.6,55.2,47.5,35.2,30.5,29.1,41.3,51.4,59.7,71.4,74.2,75.1,67.4,59.9,42.3,39.3,25.7,32.1,41.2,49.7,62.9,68.5,76.7,76.9,66.6,53.2,45.8,33.5
2019,Monroe,232,115.25,100,43,"(43.174966, -77.639663)",241,10.7,MONR,974126,36055,260000,West,713968,735343,744344,759443,NA,NA,N,1382.59447,12/22/17,268311.09,3580903230,MULTIPOLYGON (((306943.2 47...,22.5,26.9,31.8,45.2,54.9,64.5,72.8,69,63.1,52.2,34.9,31.1,30.6,28.2,39.8,42.1,55.1,67.7,72.4,70.7,62.1,51,46.1,33,27.9,22.9,38.5,47,56.2,70.1,69.4,73.3,64.2,57.1,40.6,36.7,19.3,26.2,36.9,45.6,60,67,71.8,71.8,62.8,50.8,43.4,31.7
2019,Cayuga,68,42.5,50,54,"(43.0085456, -76.5745866)",96,41.7,CAYU,974104,36011,50000,Central,82313,81963,80026,76248,NA,NA,N,881.8235,7/18/18,334039.8,2283912393,MULTIPOLYGON (((369644.2 47...,20.9,25.8,30.6,44.6,54.4,63.2,71.3,66.9,61.3,50.8,34.2,28.6,29.2,27.4,38.4,41.1,54.9,66.4,71.6,70.2,60.8,50.4,43.8,31.2,26,22.9,36.9,45.8,55.4,68.2,68.1,71.3,62.8,56.4,38.9,35.3,18.1,25.4,35.3,44.5,59.1,64.5,70.4,70.4,61,50,42.7,29.9
2019,Greene,348,43.62,182,61,"(42.2869511, -74.1494949)",612,427.1,GREE,974118,36039,190000,East,44739,48195,49221,47931,NA,NA,N,657.72008,5/19/20,188783.3,1703487184,MULTIPOLYGON (((600650.4 47...,21.5,25.6,30.5,46.1,55.3,62.9,70.4,66.6,59.3,50,33.6,27.3,28.7,29.9,38.4,41.7,54.6,64.5,74.3,68.4,59.3,50,41.7,30.6,25.1,23.5,35,46.6,54.6,66.4,68.1,69.4,61.8,54.8,37,34.3,18.6,25.7,34.5,44.7,58.4,63.1,69.8,70.6,60.1,48.5,41.4,29.6
NA,Queens,NA,NA,NA,NA,NA,336,4.9,QUEE,974139,36081,630000,Long Island,1951598,2229379,2230722,2405464,NA,NA,Y,179.51251,10/4/19,141111.45,464935273,MULTIPOLYGON (((603175.3 45...,32.4,35.5,40.4,53.3,61,71.2,79.4,75.6,69.8,59.4,43.1,38,38.8,39.6,46.9,49,59,72.8,77.2,76.8,68.5,57.9,51.5,38.8,35,33.5,44.4,52.7,61.5,73,76,77.2,70.4,62.6,46.2,43.3,30.3,36.2,43.9,51.2,63,70.9,79.5,79.1,69.4,56.6,50.1,37.7
NA,Bronx,NA,NA,NA,NA,NA,78,1.8,BRON,974101,36005,600000,Long Island,1203789,1332650,1385108,1472654,NA,NA,Y,57.47215,10/4/19,57253.86,148852180,MULTIPOLYGON (((595540.7 45...,32.2,35.4,40.3,53.8,61.4,71.5,79.8,75.7,70,59.6,43,37.8,38.7,39.5,47,49.4,59.6,73.4,71.9,77.2,68.6,58,51.7,38.8,34.7,33.2,44.4,53.2,61.6,73.6,76.2,77.4,70.4,62.6,46,43.1,30,36,43.9,51.5,63.6,71,79.5,79.2,69.3,56.6,49.9,37.4
NA,Putnam,NA,NA,NA,NA,NA,703,237.6,PUTN,974138,36079,370000,East,83941,95745,99710,97668,NA,NA,N,245.98902,11/8/18,110496.84,637108648,MULTIPOLYGON (((620790.8 45...,26.3,30.4,36,50.5,58.9,67.2,75.6,71.6,64.9,55.2,37.6,31.8,32.7,34.1,42.1,45.6,57.3,69.9,70.8,73.4,64,54,45.7,33.2,28.6,27.5,40,50,58.2,70.5,72.3,74.4,66,58.7,41,37.8,24.1,30.8,40.3,48.6,62.6,67.4,76,76.4,65.7,52.9,44.5,32.5
NA,Tioga,NA,NA,NA,NA,NA,233,160.6,TIOG,974151,36107,490000,Central,52337,51784,51125,48455,NA,NA,N,522.40112,4/26/19,195615.73,1353012695,MULTIPOLYGON (((407005.2 46...,21.3,26.8,30.9,46.1,55.7,63.5,71.6,66.8,61.2,50.6,33.8,28.5,29.2,29.1,38.4,40.9,54.3,65.2,72.4,69.5,60.2,49.8,42.4,30.6,25.9,23.3,36.5,45.4,55,67.9,68.7,70.7,62.1,55.8,37.1,34.5,17.6,25.3,35.4,44.3,58.7,64.2,70.3,69.9,60.6,48.6,41.3,28.8
NA,Kings,NA,NA,NA,NA,NA,906,11.6,KING,974122,36047,610000,Long Island,2300664,2465326,2504700,2736074,NA,NA,Y,97.14561,10/4/19,72427.92,251605964,MULTIPOLYGON (((590578.7 45...,32.8,35.9,40.8,54.1,61.8,71.7,79.9,76.1,70.5,60.1,43.5,38.2,39.2,40.1,47.4,49.4,59.7,73.4,74.2,77.4,69.1,58.5,51.9,39.1,35.3,33.6,44.9,53.3,62,73.5,76.8,77.8,71,63.1,46.3,43.5,30.5,36.7,44.5,51.7,63.7,71.5,80.2,79.6,69.8,56.8,50.4,38.1
NA,Lewis,NA,NA,NA,NA,NA,122,153,LEWI,974123,36049,230000,Central,26796,26944,27087,26582,NA,NA,N,1289.73373,11/6/18,255841.63,3340395038,MULTIPOLYGON (((486119 4882...,14,19.6,25.2,41.2,51.1,60.8,68.5,64.2,57.6,47.6,29.4,23.4,23.8,22,33.2,38.6,52.1,63,80.6,66.5,57.4,45.9,39.1,26.4,19.3,17.6,31.2,43.4,52.6,65.4,64.7,68.2,58.9,52.6,34.6,28.7,9.1,19.3,29.3,41.5,57.1,61.5,66.8,67.3,58.1,47.3,38.2,26.4
NA,New York,NA,NA,NA,NA,NA,812,16.8,NEWY,974129,36061,620000,Long Island,1487536,1537195,1585873,1694251,NA,NA,Y,33.72563,10/4/19,60023.61,87348991,MULTIPOLYGON (((580767.7 45...,19.4,24.2,29.5,44.5,54.2,62.9,71,66.6,60.3,50.2,32.8,27.3,27.7,26.6,37.2,41.1,54.2,65.2,75.7,68.6,59.6,49,41.9,29.8,24,21.7,35,45.7,54.7,67.1,67.7,70.5,61.7,54.8,37,32.8,15.8,23.8,33.8,43.8,58.6,63.8,69.7,70,60.5,49,41,29
NA,New York,NA,NA,NA,NA,NA,812,16.8,NEWY,974129,36061,620000,Long Island,1487536,1537195,1585873,1694251,NA,NA,Y,33.72563,10/4/19,60023.61,87348991,MULTIPOLYGON (((580767.7 45...,32.5,35.7,40.7,54.3,62,71.8,80,76,70.3,59.9,43.2,37.9,39.1,39.9,47.4,49.6,60.1,73.7,79.1,77.5,68.9,58.2,51.9,39,35,33.4,44.8,53.5,62.1,73.9,76.7,77.8,70.6,62.8,46,43.2,30.2,36.5,44.4,51.8,64,71.5,80,79.5,69.6,56.6,50,37.8
NA,Nassau,NA,NA,NA,NA,NA,387,9.4,NASS,974128,36059,280000,Long Island,1287348,1334544,1339532,1395774,NA,NA,N,446.63747,4/12/18,168031.84,1156785733,MULTIPOLYGON (((632171.2 45...,32.1,35.1,39.7,52.5,60.1,70.2,78.6,74.7,68.8,58.9,42.7,37.6,38.4,39.1,46.2,48.3,58.3,71.7,74.1,76,67.7,57.5,50.9,38.4,34.5,33.1,43.6,52,60.6,72,75.2,76.4,69.8,62.1,45.7,42.8,29.9,35.6,43.2,50.5,62.1,69.8,78.4,78.3,68.7,56.3,49.7,37.4
NA,Richmond,NA,NA,NA,NA,NA,156,10.8,RICH,974141,36085,640000,Long Island,378977,443728,468730,495747,NA,NA,Y,102.46085,10/4/19,67419.78,265372393,MULTIPOLYGON (((579822 4500...,32.9,36.1,40.7,55.1,62.7,71.8,80,76,70.6,60.1,43.3,37.7,39.1,40.3,47.4,49.7,60.3,73.5,74.2,77.5,69.1,58.5,51.4,38.8,35.2,33.4,44.9,53.6,62.4,73.6,77.5,77.8,70.9,63,45.9,42.9,30.2,37,44.8,52.1,64.3,71.8,80.7,79.5,69.7,56.2,50,37.7
